,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0,56.0,51.0,47.0,42.0,37.0,34.0,32.0,31.0,31.0,33.0,35.0,37.0,41.0,46.0,48.0,51.0,53.0,55.0,56.0,57.0,57.0,58.0,57.053703,52.956745,46.603825,42.575306,37.68037,33.945656,32.03762,31.095472,31.96116,33.49885,35.63901,37.002907,42.76148,45.62904,50.198414,51.092903,54.072895,54.921116,57.151733,56.692684,57.54305,58.06803
1,72.0,67.0,60.0,52.0,46.0,41.0,38.0,37.0,38.0,41.0,46.0,45.0,47.0,52.0,56.0,61.0,65.0,67.0,69.0,70.0,70.0,70.0,70.788635,66.961655,60.852795,52.434696,45.792778,41.39993,38.515522,35.965084,37.817608,41.77405,44.059772,45.35238,46.31165,50.9967,56.55917,60.203968,65.64731,68.56522,69.39591,69.78527,69.7677,69.480896
2,71.0,66.0,60.0,54.0,48.0,44.0,40.0,39.0,39.0,41.0,42.0,41.0,45.0,50.0,55.0,59.0,63.0,66.0,67.0,68.0,68.0,68.0,69.40362,65.57399,60.055622,53.247974,48.361378,43.84689,40.91679,38.71813,39.046375,41.25452,44.09733,41.949917,45.40179,50.17692,54.222996,59.48128,62.70843,67.111496,68.04702,66.69601,67.982635,67.51453
3,56.0,52.0,47.0,42.0,38.0,35.0,33.0,32.0,33.0,36.0,38.0,38.0,39.0,41.0,43.0,44.0,45.0,45.0,44.0,45.0,46.0,50.0,56.20618,53.2879,48.529247,42.335453,37.70091,34.772514,33.192127,32.074383,32.616554,36.44208,39.33122,38.40102,39.968975,41.225376,42.718655,44.268135,44.81706,45.400997,45.133724,44.819035,46.866173,48.607487
4,68.0,65.0,60.0,54.0,48.0,44.0,42.0,41.0,42.0,47.0,51.0,49.0,49.0,49.0,53.0,60.0,62.0,61.0,65.0,68.0,70.0,69.0,67.17894,63.658344,60.369843,54.293438,48.72633,44.31641,41.474995,40.45146,41.53967,45.3959,51.63654,49.399242,48.42545,52.703743,52.806995,56.669464,63.18507,63.35856,60.552807,68.47171,70.49815,71.11571
5,72.0,67.0,62.0,57.0,51.0,46.0,43.0,41.0,41.0,42.0,44.0,45.0,52.0,58.0,62.0,65.0,69.0,71.0,72.0,71.0,71.0,70.0,72.19303,67.86433,61.344444,56.263874,51.997364,47.047688,43.46093,41.03071,40.581104,42.897594,43.806385,45.103706,49.475025,57.93868,62.6916,66.0462,68.51673,72.62256,72.433784,71.98001,70.28487,71.000015
6,72.0,65.0,58.0,49.0,43.0,38.0,36.0,34.0,35.0,39.0,43.0,42.0,44.0,49.0,52.0,57.0,61.0,66.0,69.0,72.0,75.0,75.0,71.21036,66.291,57.119377,50.496304,43.169136,38.60056,35.45737,34.46842,34.77953,38.611782,42.330494,43.288692,45.777355,48.26428,52.8626,56.02062,61.503803,64.4194,70.351395,71.57513,72.95307,75.28048
7,79.0,72.0,65.0,56.0,49.0,44.0,41.0,38.0,39.0,43.0,47.0,46.0,48.0,54.0,59.0,64.0,69.0,74.0,77.0,81.0,83.0,82.0,78.37315,72.30786,63.759148,56.905254,49.32131,44.447895,40.83212,38.70593,38.044483,42.584023,47.50993,46.975098,48.502277,52.919285,59.201126,64.52748,68.7027,73.87377,78.692154,79.28914,81.83473,81.92023
8,56.0,52.0,47.0,42.0,38.0,35.0,33.0,32.0,32.0,34.0,35.0,40.0,47.0,52.0,55.0,59.0,63.0,66.0,69.0,71.0,72.0,70.0,56.976162,52.47256,48.081966,41.96017,37.630726,34.846836,33.321484,32.673,32.83221,33.86651,35.80752,39.14569,46.703648,52.487934,56.370647,58.233006,62.772675,65.588715,68.548615,70.33406,70.78049,71.44207
9,66.0,61.0,55.0,49.0,44.0,41.0,40.0,39.0,40.0,43.0,42.0,44.0,49.0,54.0,59.0,63.0,66.0,69.0,71.0,72.0,75.0,75.0,67.01432,61.855564,55.38683,48.771942,43.73846,40.40086,38.56958,39.050358,39.77032,42.456898,44.26923,42.81016,48.95679,53.028465,57.70168,63.42636,67.24866,68.98305,71.786575,71.47317,71.75964,75.67393
