,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0,56.0,51.0,47.0,42.0,37.0,34.0,32.0,31.0,31.0,33.0,35.0,37.0,41.0,46.0,48.0,51.0,53.0,55.0,56.0,57.0,57.0,58.0,56.43057,52.7811,46.50027,41.820988,37.41493,33.986942,32.484024,31.218262,31.918701,33.32565,35.878338,35.912556,41.180943,45.790703,49.884956,50.67874,53.520107,54.64699,56.1706,56.715565,57.527554,57.805756
1,72.0,67.0,60.0,52.0,46.0,41.0,38.0,37.0,38.0,41.0,46.0,45.0,47.0,52.0,56.0,61.0,65.0,67.0,69.0,70.0,70.0,70.0,71.00401,67.463234,61.01485,52.878643,46.27132,41.91785,38.61295,36.960796,37.993,42.09584,45.089565,45.26962,46.48722,52.042637,56.405056,59.71499,65.046165,68.22075,69.01502,70.524445,71.52704,70.12672
2,71.0,66.0,60.0,54.0,48.0,44.0,40.0,39.0,39.0,41.0,42.0,41.0,45.0,50.0,55.0,59.0,63.0,66.0,67.0,68.0,68.0,68.0,69.669975,65.84482,59.82043,52.809425,47.82896,43.25613,41.46732,38.54601,39.394287,41.699657,44.32316,41.840794,45.22953,50.768826,54.497883,59.15022,62.111584,65.7878,68.18062,67.83692,68.00903,67.681046
3,56.0,52.0,47.0,42.0,38.0,35.0,33.0,32.0,33.0,36.0,38.0,38.0,39.0,41.0,43.0,44.0,45.0,45.0,44.0,45.0,46.0,50.0,56.51309,52.57152,47.89479,41.669247,37.013317,34.15209,33.687534,31.95063,32.693043,36.003498,38.94893,39.048706,40.653027,41.743626,43.197926,44.681454,45.594418,46.28652,45.934452,45.133865,47.769955,49.949734
4,68.0,65.0,60.0,54.0,48.0,44.0,42.0,41.0,42.0,47.0,51.0,49.0,49.0,49.0,53.0,60.0,62.0,61.0,65.0,68.0,70.0,69.0,68.525475,64.699554,60.882744,54.16555,48.518013,43.99321,41.501503,39.80533,41.707935,45.60667,51.18043,49.97833,49.857777,52.563114,51.17796,55.671925,63.321865,63.497055,61.762466,67.20367,69.86836,70.969475
5,72.0,67.0,62.0,57.0,51.0,46.0,43.0,41.0,41.0,42.0,44.0,45.0,52.0,58.0,62.0,65.0,69.0,71.0,72.0,71.0,71.0,70.0,72.31716,67.86634,61.229702,56.01621,52.036037,47.284298,43.302097,40.609833,40.623325,43.188923,43.85138,44.814373,50.447678,58.385513,62.64526,65.48448,67.78838,71.459694,72.58462,72.9495,70.67861,71.65846
6,72.0,65.0,58.0,49.0,43.0,38.0,36.0,34.0,35.0,39.0,43.0,42.0,44.0,49.0,52.0,57.0,61.0,66.0,69.0,72.0,75.0,75.0,71.15504,66.35007,57.528667,50.226944,43.300182,39.380573,36.949154,35.232346,35.656334,38.470005,42.678013,42.912632,45.644554,49.537872,53.815533,56.029728,61.561924,65.1012,69.83493,72.42577,74.16598,75.87019
7,79.0,72.0,65.0,56.0,49.0,44.0,41.0,38.0,39.0,43.0,47.0,46.0,48.0,54.0,59.0,64.0,69.0,74.0,77.0,81.0,83.0,82.0,78.52396,72.37089,63.85337,57.41119,50.132183,44.9316,41.36366,39.21522,38.690796,42.593716,46.362354,46.380867,48.88558,54.022892,59.604256,63.69385,68.06337,72.55445,77.318565,79.52856,83.48312,83.25439
8,56.0,52.0,47.0,42.0,38.0,35.0,33.0,32.0,32.0,34.0,35.0,40.0,47.0,52.0,55.0,59.0,63.0,66.0,69.0,71.0,72.0,70.0,55.75466,52.31621,47.146988,41.79464,38.192913,36.032406,33.548435,32.55758,32.365253,33.111534,34.893845,38.876247,46.08595,51.906635,55.71182,58.0554,61.923977,65.31471,67.28765,70.922905,70.9769,71.71746
9,66.0,61.0,55.0,49.0,44.0,41.0,40.0,39.0,40.0,43.0,42.0,44.0,49.0,54.0,59.0,63.0,66.0,69.0,71.0,72.0,75.0,75.0,66.89977,62.020313,55.374996,48.74451,43.837,40.771137,38.69656,38.39787,40.3255,43.10461,45.028072,42.60805,49.202847,53.814365,58.107544,62.68194,65.891594,68.21584,71.79711,73.285065,72.71611,75.723335
