,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0,56.0,51.0,47.0,42.0,37.0,34.0,32.0,31.0,31.0,33.0,35.0,37.0,41.0,46.0,48.0,51.0,53.0,55.0,56.0,57.0,57.0,58.0,56.940323,53.03414,45.893997,42.27471,38.304047,34.45419,32.410004,31.66029,31.839903,33.020515,35.180416,36.992737,42.008316,46.822838,50.883247,51.426285,54.073532,55.126026,56.72809,56.211456,57.453724,57.67918
1,72.0,67.0,60.0,52.0,46.0,41.0,38.0,37.0,38.0,41.0,46.0,45.0,47.0,52.0,56.0,61.0,65.0,67.0,69.0,70.0,70.0,70.0,70.87565,66.578575,60.378273,52.5302,46.541985,42.1735,38.37262,36.53457,37.611412,41.112198,42.32464,45.898323,46.46899,51.845787,57.232048,60.310616,65.42513,67.96305,68.47315,70.4139,69.6543,69.526085
2,71.0,66.0,60.0,54.0,48.0,44.0,40.0,39.0,39.0,41.0,42.0,41.0,45.0,50.0,55.0,59.0,63.0,66.0,67.0,68.0,68.0,68.0,69.42637,65.33632,59.504395,53.23956,48.545837,44.035507,41.214714,38.80058,38.80493,40.95128,43.10121,42.66436,45.732193,51.00934,55.1015,59.634056,62.618885,65.70228,67.49169,67.36324,68.12978,67.72834
3,56.0,52.0,47.0,42.0,38.0,35.0,33.0,32.0,33.0,36.0,38.0,38.0,39.0,41.0,43.0,44.0,45.0,45.0,44.0,45.0,46.0,50.0,56.300255,53.468185,48.011322,41.92044,37.61148,34.680077,33.1031,32.324554,32.58577,35.479557,38.58589,38.38736,39.7744,41.521103,42.354042,44.706604,44.83098,45.572365,45.50578,45.159943,46.932465,49.167423
4,68.0,65.0,60.0,54.0,48.0,44.0,42.0,41.0,42.0,47.0,51.0,49.0,49.0,49.0,53.0,60.0,62.0,61.0,65.0,68.0,70.0,69.0,67.68541,63.698936,60.112602,54.155464,49.351463,44.691963,42.34494,40.49631,41.519306,45.051414,51.582237,49.494133,49.09101,52.524376,52.530834,57.052605,63.58514,63.23409,61.433914,66.86817,69.58581,70.67252
5,72.0,67.0,62.0,57.0,51.0,46.0,43.0,41.0,41.0,42.0,44.0,45.0,52.0,58.0,62.0,65.0,69.0,71.0,72.0,71.0,71.0,70.0,71.922874,66.97068,60.667652,56.08599,52.14978,47.370438,43.87224,41.380424,40.56556,42.47887,42.770557,45.305954,49.043568,57.970413,62.750347,64.951836,67.9242,72.09763,72.35633,72.74305,70.91453,70.23846
6,72.0,65.0,58.0,49.0,43.0,38.0,36.0,34.0,35.0,39.0,43.0,42.0,44.0,49.0,52.0,57.0,61.0,66.0,69.0,72.0,75.0,75.0,70.93728,66.13188,56.80637,50.31195,43.671005,39.59101,35.93247,34.877285,34.824287,38.11188,41.296413,43.70747,45.36483,49.23439,53.19781,56.158287,62.288097,65.49646,70.73011,71.53838,73.57801,75.04818
7,79.0,72.0,65.0,56.0,49.0,44.0,41.0,38.0,39.0,43.0,47.0,46.0,48.0,54.0,59.0,64.0,69.0,74.0,77.0,81.0,83.0,82.0,78.311966,71.97317,63.757008,57.16282,50.254627,45.169106,41.29819,39.381584,38.25451,41.950592,44.738995,45.84402,48.1509,53.098686,58.715088,63.852573,69.79583,73.322014,77.363,79.436966,82.9624,81.65219
8,56.0,52.0,47.0,42.0,38.0,35.0,33.0,32.0,32.0,34.0,35.0,40.0,47.0,52.0,55.0,59.0,63.0,66.0,69.0,71.0,72.0,70.0,56.53384,52.142838,47.30703,42.26109,38.233757,35.38077,33.586327,32.758545,32.93153,33.586212,35.159607,37.748947,46.02317,52.098186,55.41056,57.823727,62.329494,66.52173,68.35921,70.28716,71.38737,71.784706
9,66.0,61.0,55.0,49.0,44.0,41.0,40.0,39.0,40.0,43.0,42.0,44.0,49.0,54.0,59.0,63.0,66.0,69.0,71.0,72.0,75.0,75.0,66.894196,61.51486,55.250473,48.7915,43.89244,40.33106,38.820847,39.40165,39.95971,41.85102,43.245598,41.9428,47.665733,52.939022,57.249866,62.60598,65.81071,68.33516,70.63027,70.96474,71.62745,75.67215
10,71.0,61.0,51.0,43.0,38.0,34.0,33.0,34.0,38.0,42.0,41.0,40.0,42.0,44.0,47.0,50.0,53.0,57.0,61.0,66.0,70.0,71.0,71.93479,62.42586,51.982635,43.92922,38.557724,34.936184,32.901936,33.26437,37.39594,42.446323,40.504654,40.502106,42.166275,44.971367,46.12931,50.030228,53.77575,56.69574,61.55395,65.49985,69.24176,70.241974
11,65.0,57.0,49.0,42.0,37.0,35.0,34.0,34.0,38.0,43.0,42.0,42.0,46.0,50.0,54.0,58.0,62.0,66.0,71.0,75.0,78.0,78.0,66.08199,59.4572,49.917274,42.87065,37.62536,34.57518,34.252842,35.06022,36.89185,42.36595,42.31225,41.869263,45.361717,49.922188,53.050888,57.566055,61.816715,65.54254,69.478065,74.17637,75.929985,77.65774
12,67.0,63.0,57.0,52.0,48.0,45.0,43.0,42.0,43.0,44.0,43.0,47.0,52.0,56.0,60.0,65.0,70.0,75.0,80.0,82.0,83.0,81.0,67.11551,62.24437,57.338837,51.04766,47.35654,44.471863,42.546288,41.7633,41.97592,43.787846,42.321507,43.399227,51.960346,56.066414,59.86533,63.945354,69.6303,74.47047,80.239334,83.47382,82.54386,82.079926
13,70.0,64.0,58.0,52.0,47.0,43.0,40.0,38.0,37.0,38.0,39.0,46.0,55.0,62.0,67.0,73.0,76.0,79.0,82.0,84.0,84.0,83.0,68.767876,63.580986,56.992897,51.15522,46.457527,43.09684,40.769333,38.78515,38.280457,37.902588,38.723545,42.451607,52.784927,60.57785,66.82367,70.49413,76.98583,78.10467,80.482445,83.009575,84.70437,83.6571
14,86.0,78.0,69.0,62.0,58.0,54.0,51.0,51.0,54.0,57.0,54.0,53.0,56.0,60.0,62.0,62.0,59.0,59.0,61.0,63.0,65.0,67.0,85.62803,78.75631,69.59188,60.94982,56.69838,54.68295,52.021267,49.998,53.219772,57.264626,56.52809,56.749504,57.030823,58.93546,62.27012,64.221054,62.837852,59.46513,61.1521,63.89672,66.321915,67.83814
15,64.0,61.0,58.0,54.0,49.0,48.0,46.0,45.0,46.0,47.0,47.0,52.0,58.0,61.0,66.0,70.0,73.0,75.0,78.0,81.0,80.0,77.0,65.35446,62.431614,58.35514,54.95455,51.019684,46.74955,46.668114,45.10238,45.481194,47.88437,47.980743,49.647064,58.748905,62.63947,63.184776,69.54072,72.84283,74.627266,74.92396,78.09457,81.1466,78.84463
16,90.0,83.0,74.0,67.0,62.0,59.0,57.0,57.0,59.0,61.0,59.0,57.0,59.0,63.0,69.0,76.0,78.0,80.0,82.0,84.0,86.0,85.0,89.60694,83.14147,75.35184,66.74555,62.054718,58.685223,56.74295,56.566353,59.397377,60.686512,59.67812,59.75284,60.979744,62.930885,66.53559,77.69345,78.90844,78.874176,77.33901,80.54961,84.234795,86.43107
17,89.0,84.0,77.0,70.0,65.0,61.0,57.0,56.0,58.0,58.0,59.0,66.0,72.0,79.0,85.0,90.0,92.0,87.0,86.0,90.0,95.0,95.0,86.67848,83.30024,76.88956,69.41188,64.20926,60.901382,58.03459,55.671494,56.803467,58.91391,56.881805,62.36706,72.87187,78.15203,85.48376,89.79829,92.93319,93.51485,81.59612,83.66349,93.08723,95.034966
18,92.0,84.0,77.0,69.0,64.0,60.0,59.0,58.0,59.0,59.0,60.0,66.0,73.0,81.0,87.0,93.0,97.0,97.0,97.0,100.0,103.0,104.0,92.37148,84.10982,75.975525,70.389275,64.427795,60.651268,57.706444,58.98207,59.1895,58.775204,57.99787,66.11152,73.0002,80.33796,89.12165,93.989716,96.999916,99.38819,97.161415,99.7568,100.91343,101.84017
